id,text,name,name_number
121,王令，(1032～1059)，字逢原，广陵人，乙姪孙。少不检，既而折节力学，王安石奇其才，妻以夫人之女弟。令诗学韩孟，识度高远。嘉祐四年卒，年二十八。有广陵集二十卷、论语注十卷、孟子讲义五卷。,"王令,王安石,高远",3
122,王生，金陵人。瞽而善听声。丁谓守金陵，王生潜听其马蹄声曰：参政月中必召拜相。果如其言。,"王生,丁谓",2
123,王仙，任蜀都统，守涪州。元兵攻围无虚日，势孤援绝，宋亡二年城始破，仙自刎，断其吭不殊，以两手自摘其首坠死。,王仙,1
124,王存，(1023～1101)，字正仲，丹阳人。庆历六年进士，除密州推官，修洁自重，为欧阳修、吕公著所知。历知太常礼院，与王安石厚。安石执政，数引与论事，不合，叩谢不往。存在三馆历年，屡上书陈时政，累官户部尚书。哲宗朝转吏部，时朋党论炽，存为帝言恐滥及善人，与任事者戾，出知杭州，迁右正议大夫致仕。建中靖国元年卒，年七十九。谥庄定。,"王存,欧阳修,吕公著,王安石,陈时,哲宗",6
125,王回，(1049～1101)，字景深，仙游人。熙宁六年进士，元符中为睦亲宅讲书，兴邹浩友善。皇后刘氏立，浩将论之，密告回，回赞其议。浩南迁，人莫敢顾，回往来经理，因逮诣诏狱。御史诘之，对曰：实尝预议。因诵浩所上章几二千言，除名停废。徽宗立，擢监察御史，数日卒，年五十三。,"王回,邹浩,徽宗",3
126,王汶，字希道，号东谷，黄巖人。师事叶适，又师王诚叟。取周易蒙卦之义以名斋，因购古今载籍，枕籍读之。已而豁然有悟，援笔为文，日数千百言，伯仲于陈耆卿吴子良之间。著有东谷集。,"王汶,叶适,王诚叟,周易,陈耆卿,吴子良",6
127,王罕，字师言，华阳人，珪季父。历广东转运使，降侬智高父子，擢户部度支副使，知潭州。为政务适人情，有狂妇数诉事，前郡守数叱逐之，罕独引至前，委曲徐问，久稍可晓，郡人传为神明。官终光禄卿，卒年八十。,王罕,1
128,王阮，(？～1208)，字南卿，江州德安人，韶曾孙。好学尚气节，隆兴元年进士，对策极言宜迁都建康，以图进取。绍熙中知濠州，修战守具，金人不敢南侵。改知抚州，韩侂冑闻阮名，特命入奏，将诱以美官。阮不答，陛对毕，拂衣出阙，侂冑大怒，批旨予祠，归庐山，尽弃人间事，惟从容觞咏而已。朱熹尝以阮才气术略过人，惜其留滞不偶。嘉定元年卒。有义丰集一卷。,"王阮,朱熹",2
129,王抃，(？～1184)，初为国信所小吏，干道中积官至知合门事。帝亲信之，恃恩专恣，出外祠，淳熙十一年卒于福州观察使任所。,王抃,1
130,王甸，字伯俊，黄巖人，方巖从子。景定中，官桂阳判，桂阳本无城守，寇警告急，州守弃官走匿山中，军民惊扰，甸匹马夜出追之，挽守出视事，众志乃定。遂设木城，修备戎器，泣谕众坚守。寇知有备，卒不来，民赖以安。,王甸,1
131,王希，字潜之。庆历三至六年八月间，遇曾巩于江西，与之游憩于山水之间。,"王希,曾巩",2
132,王佖，字元敬，号敬巖，金华人，淮孙。幼从事于饶鲁，而卒业于王柏。累官直敷文阁，出为福建转运副使。尝闢真德秀夜气之说，著有朱文公语后录二十卷，又尝作朱子年谱序。,"王佖,金华,饶鲁,王柏,真德秀,朱文公",6
133,王佐，(1126～1191)，字宣子，号敬斋，会稽山阴人。绍兴十八年廷对第一，为秘书省校书郎。时秦桧专政，其子熺提举秘书省，佐未尝交一语，熺不能平，嗾言者论去之。桧死熺斥，起为尚书吏部员外郎。桧妻王氏，陈乞自称冲真先生，佐驳之。隆兴元年以直宝文阁守吉州。后知建康府，预发妖人朱端明不轨事。知潭州，讨捕柳州贼陈峒，超拜显谟阁待制，进权户部尚书，提举凤翔府上清太平宫。绍熙二年卒，年六十六。,"王佐,秦桧,王氏,朱端",4
134,王治，高丽人。继兄伷代治国事。遣使来贡，求袭兄位。诏授检校太保、玄菟州都督充大顺军使，封高丽国王。淳化五年受制于契丹，朝贡中绝。治卒，其弟诵立。,王治,1
135,王奇，字汉谋，赣县人。少为县吏，令题雁诗于屏，奇密续之，令因激之使学。后游京师，真宗偶见其所作诗，召见赐第。奇作诗云：不拜春官为座主，亲逢天子作门生。官至殿中侍御史。,"王奇,真宗",2
136,王奇，汾州人。武举中第。章惇经营湖北溪峒，以为将领，降其酋舒光贵，缚元猛，平懿洽等州。累迁湖南都监，徙广西。宜州蛮寇边，奇裨将费万战死，经略移书迫奇，奇不能堪，力战死。,"王奇,武举,章惇,舒光贵,费万",5
137,王玠，字介玉。蕲州人(一作善化人，又以为长洲人)。倜傥负气节，孔彦舟为舒蕲镇抚使，厚礼聘玠，奏为幕属。及彦舟有异志，问计于玠，玠谕以顺逆，告以立功报君父。彦舟怒，囚之，越数日，复问之，玠言愈切至。彦舟竟沈玠于龙眼矶，与妻子俱死。,"王玠,孔彦舟",2
138,王尚，经略司主管机宜文字，高宗建炎间，金人陷京兆，与唐重同死难。,"王尚,高宗,唐重",3
139,王易，鄜州人。工画，善释道人物，与李元济相颉颃。,"王易,李元济",2
140,王昇，字逸老，开封人，寓崇德。草圣奇伟，宣政间被召入御书，南渡蒙高宗褒赏，蒙眷独步一时。,"王昇,高宗",2
141,王杲，(939～1002)，齐州人。太宗时历官勤州刺史。以破李顺功，拜唐州刺史，官终永城县都监。咸平五年卒，年六十四。,"王杲,太宗,李顺",3
142,王明，(919～991)，字如晦，大名成安人。仕周历清平、郾城二县令。太祖用兵岭南，以功领韶州刺史。后征南唐，大破之，累官礼部侍郎。会契丹扰边，以明知真定府，契丹遁去。淳化二年卒，年七十三。,"王明,太祖",2
143,王明，(？～1278)，端宗时为涪州守将，元兵久攻不下。景炎三年正月元帅张德润来寇，明督兵与战，战败而死。其子忠训及总辖韩文广、张遇春亦皆战死。,"王明,端宗,张德润,韩文广,张遇春",5
144,王侃，字刚仲，号立斋，金华人，淮孙。师何基，又与族父柏自为师友。有立斋集。(参见王偘),"王侃,金华,何基,王偘",4
145,王侃，(？～1231)，为统制，绍定四年，元兵攻大安，以众寡不敌，与都统何进、统制王浩俱战死。,"王侃,何进,王浩",3
146,王侁，(？～994)，字秘权，开封人，朴子。太平兴国初预讨梅山洞蛮，后使灵州通远军。言牙兵与边人交结，颇桀黠难制，使还请悉代之。一岁中数往来西边，多奏便宜，帝皆听用。后北征，为并州驻泊都监，又为云应等州兵马都监。性刚愎，以语激杨业，业因力战陷阵死。侁坐除名，配金州。官终均州团练副使，淳化五年卒。,"王侁,杨业",2
147,王洽，字伯礼，金华人，师愈子。天资粹雅，操行洁修。尝知当涂县，极为真德秀所称。,"王洽,金华,真德秀",3
148,王弈，字宗甫，东阳人。明敏好学，能文章，尤工诗赋。数从陈亮游，为时器重。著有卧云堂集。,"王弈,文章,陈亮",3
149,王弈，字伯敬，号玉斗山人，玉山人。为邑博，素与文天祥、谢枋得友善。及枋得被执，以诗送之。宋亡，建斗山书院居之，杜门不出。有东行稿。,"王弈,文天祥,谢枋得",3
150,王宣，为都监。淯井夷人入寇，同梓夔路钤辖王光祖讨平之。后泸州蛮乞弟围安夷砦罗箇牟村，宣力战死。,"王宣,王光祖",2
151,王珏，字叔宝，号达观，临海人。咸淳四年进士，累官太学博士，权知本州事。元胁太后诏台州降，?与兵部侍郎陈仁玉、本州教授邵?集民增陴浚隍，坚壁以守，城陷，赴泮水死。,"王珏,陈仁玉",2
152,王拱，建康府前军统制。从都统邵宏渊收复虹县，进取宿州，屡立奇功。隆兴初，抗御金人，力战而死。,"王拱,邵宏渊",2
153,王畏，(？～1236)，为统制官，端平三年，随曹友闻守大安，元兵入四川，以众寡不敌力战死。,"王畏,曹友闻",2
154,王则，涿州人。岁饥，流至恩州，隶宣毅军为小校。庆历末，以妖幻号召徒众，据贝州反。僭号东平郡王，建国曰安阳，年号得胜，凡六十六日。明镐讨擒之，送京师支解以徇。,"王则,明镐",2
155,王信，字公亮，太原人，承业子。少勇悍，真宗时应募，以擒贼功补龙神卫指挥使，累功迁保州刺史。王则反贝州，信率兵执则而还。进知保安军兼鄜延路兵马都监，官终感德军节度观察留后。卒赠武密军节度兼侍中。,"王信,真宗,王则,武密",4
156,王俊，字开山。为吴玠部将，所向无前，纪律严明，军中号为王开山。玠畏其反覆，而喜其勇，因以女妻其子，厚给之。终知洋州卒。,"王俊,吴玠,王开山",3
157,王俣，字硕夫，其先大名人，徙宛丘，南渡后家馀姚。政和进士，历陞两浙计度转运使。秦桧专国，俣居家二十八年。桧死，起知明州，除工部尚书。俣节行刚方，为中兴名臣。,"王俣,秦桧",2
158,王科，字子纯，江西乐安人。宋末贡补国子，国亡隐居不仕。吴澄尝称曰：耆儒宿学如子纯者，实寥寥焉。,吴澄,1
159,王海，嘉熙间，元兵犯淮，与同官李仙、李雄、廖雷等战于宣化，殉职。赠武翼大夫。,"王海,李仙,李雄,廖雷",4
160,王庭，金华人。贾似道幕官，似道败，自杀。,"王庭,金华,贾似道",3
161,王迸，字纯父，饶州乐平人。绍定中为固始簿，摄邑事。金兵犯淮，守令望风遁。迸度力不能御，怀印自投于井。,王迸,1
162,王烈，淳祐中以左武卫中郎将措置濠州捍御。与淮西路钤王杰，江东路钤李季实，往马帅王鑑军前议事，遇蒙古兵，俱力战而死。,"王烈,王杰,李季实,王鑑",4
163,王珪，(1019～1085)，字禹玉，华阳人，徙庐江，永曾孙。庆历二年进士，朝廷大典册，多出其手。元丰五年官尚书左仆射，兼门下侍郎，封岐国公。神宗欲召司马光，珪荐俞充帅庆，使上平西夏策，永乐之败，死者十馀万人，实珪启之。元丰八年五月卒，年六十七。諡曰文恭。累封岐国公。有华阳集。,"王珪,神宗,司马光,俞充",4
164,王珪，开封人。少拳勇善骑射，能用铁杵铁鞭。康定初元昊寇镇戎军，珪将三千骑为先锋，敌围之数重，珪奋激大破之。后为泾原路行营都监，敌大入。从任福屯好水川，力战死。,"王珪,任福",2
165,王格，字伯庸，长汀人。家贫授徒，与陈轩厚。元丰间，轩来守郡，割俸钱五十万馈之；格悉归诸郡庠，置田百亩，以赡生徒。汀学有田，自格始。,"王格,陈轩",2
166,王恩，字泽之，开封人。以善射入羽林，历神宗、哲宗朝，数破夏羌，迁泾原副都总管。徽宗立，知渭州，括隐地二万三千顷，分给弓箭士耕屯，为三十一都，以省餽饷。累迁武信军节度使，以检校司徒致仕卒。,"王恩,神宗,哲宗,徽宗,司徒",5
167,王晏，(890～966)，字镇时，滕人。少壮勇无赖，尝为盗。后唐同光中应募隶禁军。开运末戍陕州，契丹遣将刘愿据陕，恣行暴虐，晏杀愿归汉祖，擢建雄军节度使，加同平章事。入周，授武宁军节度，悉召故时同为盗者诫谕之，境内安静。太祖即位，进封韩国公，官安远节度。上章请老，拜太子太师致仕。俄归洛阳别墅，干德四年冬卒，年七十七。,"王晏,刘愿,平章,太祖",4
168,王岘，字晋辅。与刘黼为友。朱熹答刘季章书尝谓：晋辅亦开敏有志趣，不易得，但涉学尚浅，志学轻率，须痛与切磨为佳耳。可借知其人。,"王岘,刘黼,朱熹,刘季章",4
169,王荀，开封人，禀子。徽宗时随父禀官太原。靖康之乱，禀以孤军守太原，城陷，荀与禀入告太原庙，抱太宗御容赴汾水死。赠右武大夫、恩州刺史。,"王荀,徽宗,太宗",3
170,王乘，广安军人。乡贡进士。尝撰春秋统解三卷。吕陶称其书比之陈岳折衷，王沿集传，孙复发微，而不在其下。,"王乘,吕陶,陈岳,王沿",4
171,王淮，齐州人，沔弟。太平兴国五年进士。任殿中丞，尝掌香药榷易，坐赃论当弃市，以沔故诏杖一百，降定远主簿。,王淮,1
172,王渊，(1077～1129)，字几道，熙州人。善骑射，应募击夏国，屡有功，累迁宁州观察使。靖康初为真定府总管，讨平叛寇。高宗即位，为御营司都统制，官至向德军节度使签书枢密院事副使，赠开府仪同三司。建炎三年为刘正彦所害，年五十三，諡襄愍，一作襄闵。渊为将，轻财好义，家无宿储。,"王渊,高宗,刘正",3
173,王寀，(1078～1118)，字辅导，号南陔，江州德安人，韶子。好学工词章，登第至校书郎。感心疾，好延道流谈丹砂神仙事，徽宗召之，约某日即内殿致天神，为林灵素所陷，术不验。下大理狱弃市，时重和元年，年四十一。,"王寀,徽宗,林灵素",3
174,王崈，字德升，新淦人。困踬场屋，入玉笥山，依道士潘与龄，独居白云斋，历十馀年卒。,"王崈,潘与龄",2
175,王翊，字公辅，郫县人。宝庆元年进士，初吴曦尝招入幕。及曦叛，抗节不拜，为陈大义，不听。嘉熙元年，制置使丁黼辟为参议官，先遣其家属归乡里，为文诀先墓，誓以身死报国，北兵至，翊以朝服赴井死，諡节愍。,"王翊,吴曦,陈大,丁黼",4
